Data Source,Data Author,Date Posted,Job Title,Company Name,Location,Salary,Job Description,search_keyword,City,Country,Region,salary_currency,salary_min,salary_max,salary_period,salary_source,salary_standardized,median_annual_salary_gbp
Glassdoor,Tom,,Lead Analytics Engineer,Forge Holiday Group,"Chester, England",£55K - £70K(Employer Est.),"Forge your success as Lead Analytics Engineer at Forge Holiday Group!Salary:Up to £70,000 per annumWork Days & Hours:Monday to Friday, 9am to 5:30pm, 37.5 hours per weekWorking Policy:Flexible hybrid-working policy, with a minimum of two days a week from our Chester head officeTeam:Data and AnalyticsReports to:Analytics ManagerAbout UsThe Forge Holiday Group encompasses Sykes Holiday Cottages, Forest Holidays, UKcaravans4hire and Bachcare in New Zealand. We unite under four core company values that serve as the foundation of everything we do: Being One Team, Owning It, Communicating Honestly. Learning, Growing, and Innovating. These values ensure we remain true to our original ethos and ensure we stay true to our Customers, Owners and Colleagues alike.About the Lead Analytics Engineer Role:As a Lead Analytics Engineer your role will be to lead a sprint team responsible for delivering analytics projects across the Forge Group. Reporting to the analytics manager, you will be responsible for bringing robust, efficient, scalable and integrated data models & products to life in both a managerial and hands-on capacity.You will speak the language of business teams and technical teams, able to translate data insights and analysis needs into models powered by the Data Platform. You will ensure data is ingested, transformed, scheduled and presented to empower the business to make data driven decisions.You will be a trusted advisor to the business on questions about data. This position is best suited for a dynamic individual with a strong background in analytics, eager to contribute to a high-performing team's success.Your Responsibilities:We are entering the next exciting phase of our technical growth which will see our newest Lead Analytics Engineer:Lead a sprint team of engineers to deliver impactful data products and dashboards using tools such as SQL, Python, Power BI, MS Fabric and Tableau.Providing regular updates on the team’s performance in relation to achieving sprint goals, velocity and wastage.Provide clean, tested, transformed and modelled data in a way that empowers end users.Enhance and maintain existing data products and data pipelines using the appropriate technologies.Apply software engineering best practices like version control and CI/CD to the analytics code base.Working with the broader analytics and data science teams to deliver data projects and models on time, to a high specification.Being able to communicate effectively with stakeholders to share and promote the good use of data.Embed data visualization best practices, including data storytelling, ensuring insights are impactful and actionable.Contribute to the creation of squad initiatives, aligning them with business goals.Investigate and correct data quality issuesSkills and Qualifications:We are looking for those who can share in our company goals, values and ethos, who can grow alongside us and whose skills can aid our ongoing success!By Being One Team, Owning it, Communicating Honestly and showcasing a devotion to Learning, Growing and Innovating, we remain true to our original ethos and ensure we stay true to our Customers, Owners and Colleagues alike.Essential Experience:Bachelor's degree in a numerate discipline or an equivalent analytical apprenticeship.At least 2 years line management experience.Expert proficiency in SQL.Solid understanding of data warehouse design principles including Kimball, ODS and staging.Solid understanding of ETL/ELT processes.Exposure to Python or any other object-oriented programming languages.Experience with modern data stack tools and cloud-based data warehouses like MS Fabric, Snowflake, Databricks, Teradata or AWS.Experience in designing and constructing effective reports and dashboards that transform data into actionable insights with Tableau or Power BI.Proven ability to manage work within set deadlines and effectively communicate progress, also being accountable for the delivery of others within your team.Ability to understand stakeholder needs and translate them into technical requirements.Excellent communicator and ability to manage relationships to a senior level.Proven ability to coach and mentor junior members of the team.Experience in an agile/scrum development environment.Experience using JIRA and Bitbucket or GitHub.Nice to have:The ideal candidate will have experience using Azure Synapse, Azure Data Factory or MS Fabric to perform ETL tasks and manage semantic layersCommercial awareness, ideally within the holiday lettings or travel and tourism sectorsExperience in an e-Commerce environment working with website / mobile performance analyticsExperience in an agile/scrum development environmentExperience using JIRA and Bitbucket or GitHubOther Useful Experience:Experience with Apache Kafka (or any other data streaming technologies).Experience with AWS products (S3, Athena, etc).Experience with SQL Server data warehousing (SQL Server, SSIS and SSAS)Forge Holiday Groups Company BenefitsAnnual STIP Company-wide Bonus Scheme offering up to an additional 10% of your salary through our performance-based bonus program33 days of annual leave including bank holidays, plus up to 5 extra days with long serviceA day off to celebrate your BirthdayTwo paid Volunteering Days off annuallyOne of only 1000 BCORP-certified companies in the UKEnhanced Parental leave (24 weeks maternity, 3 weeks paternity at 100% pay)Exclusive discounts on stays for you, family and friendsDiscounts and offers with a focus on your overall wellbeingHealth Cash Plan starting April 2025Training & Development programs to set you up for success24/7 mental health support and initiativesAccess to the gym at our Chester HQChester HQ has on-site parking and is close to Chester train stationEmployee Savings Scheme transferring directly from your salaryLong Service AwardsHybrid working for selected roles.Diversity and Inclusion:We encourage and welcome our people to bring their authentic and best selves to work every day. We know the power that comes from different ideas, backgrounds and perspectives. We recognise the role diversity plays in achieving our goals as a business. We actively welcome applications from as wide a range of backgrounds as possible. If you need any particular support or accommodations as part of your application process, please get in touch - our recruitment team are happy to help.Apply now to be a part of our inclusive and supportive work environment, where you'll find excellent opportunities for career progression and personal development",data-scientist,Chester,England,North West England,GBP,55000,70000,annual,Employer Est.,"GBP 55,000 - 70,000 (annual)",62500
Glassdoor,Tom,,Senior Data Engineer,Synapri,"Milton Keynes, England",£60K - £65K(Employer Est.),"Synapri collaborates with a leading content and data provider, to identify a Senior Data Engineer to develop and grow their data capability.Although previous leadership experience is not required, they need someone comfortable enough to step up in their career, mentor two more junior members of the team and act as the bridge between the data engineering/ architecture team and the wider business.The right candidate would be an individual with a strong analytical mindset and the competence to confidently communicate with business stakeholders (Business Analysts, Senior Management, CTO), in addition to Architects, to help champion the data design.Main responsibilities:Design and implement robust data pipelines and platforms to support reporting and operational requirements.Data Warehousing practices, especially using SQL, DataBricks/ Snowflake and ADF (Azure Data Factory).Design and implement modern ETL processes (ensuring seamless data flow and integration across platforms).Advise on data governance policies and procedures to manage the data lifecycle.Experience needed:Azure tech stake experience including SQL Server, Elastic Pool, SSRS, Azure Data Factory.Working with Snowflake and DataBricks would be a plus.Working with PowerBI and building reports.Implementations in an Agile development environment.The role is on a hybrid work model – 2 days per week in the office (Milton Keynes) and 3 days remote.If you tick most of the boxes above and have a ‘can do’ attitude, please apply for immediate consideration.",data-engineer,Milton Keynes,England,South East England,GBP,60000,65000,annual,Employer Est.,"GBP 60,000 - 65,000 (annual)",62500
Glassdoor,Tom,,Senior Data Engineer,Reed Talent Solutions,"Northampton, England",£62K(Employer Est.),"Senior Data Engineerc. £62,000 per annumBedford BasedHybrid WorkingPermanentJoin us at the Money and Pensions Service (MaPS) as a Senior Data Engineer where you will design and lead the implementation of data flows to connect operational systems, data for analytics and business intelligence (BI) systems predominantly in a Microsoft Azure environment.You’ll be part of a dynamic team dedicated to helping people across the UK improve their financial wellbeing.Key Responsibilities:Data Pipelines and ETL ProcessesETL Design: Design and implement ETL processes within MaPS architectural patterns to extract, transform, and load data from various source systems into our reporting solutions.Pipeline Development: Develop and configure meta-data driven data pipelines using data orchestration tools such as Azure Data factory and engineering tools like Apache Spark to ensure seamless data flow.Monitoring and Failure Recovery: Implement monitoring procedures to detect failures or unusual data profiles and establish recovery processes to maintain data integrity.Azure ServicesUtilise Azure Cloud based data technology platforms, Data Lake based storage & Cloud data pipeline/orchestration tools for efficient data storage, processing, and transfer.Ensure the scalability and reliability of data solutions using Azure's suite of services.Collaboration and LeadershipWork closely with data scientists, analysts, and other stakeholders to understand data requirements and deliver solutions that meet their needs.Provide technical leadership and mentorship to junior data engineers, fostering a culture of continuous learning and improvement.Data Governance and QualityEnsure data governance policies are adhered to and maintain high standards of data quality and security.Develop and enforce best practices for data management and integration.Ensure only thoroughly tested, high quality code, architecture and resulting Data Products are delivered to the MaPS business.Data LandscapeUnderstanding & interest of broad architectural principles underlying modern data architecture. E.g. Data Lakes, External tables, medallion architecture, loose coupling.Reporting & analysis tooling. An understanding of report tooling such as Power BI & the needs of analysts consuming engineered data into these tools.You will need to demonstrate the following skills and experience.Proven experience as a Data Engineer, with a focus on Azure services.Strong expertise in designing and implementing ETL processes.Experience in using SQL to query and manipulate data.Proficiency in Azure data tooling such as Synapse Analytics, Microsoft Fabric, Azure Data Lake Storage/One Lake, and Azure Data Factory.Spark/Pyspark or Python skills a bonus or a willingness to develop these skills.Experience with monitoring and failure recovery in data pipelines.Excellent problem-solving skills and attention to detail.Strong communication and collaboration skills.About UsThe Money and Pensions Service (MaPS) is based in Bedford, in a recently renovated modern office. This is a wonderful opportunity for you to become an integral part of a dynamic organisation, working to help people across the UK.At the heart of the Money and Pensions Service are our values – caring, connecting, and transforming, which are the foundation of our success. They permeate every area of our work and define all our business relationships and the way we work with each other. We’re not only looking for the best people to come and work for us, but we need people who align themselves with our values:CaringWe care about our colleagues and the people whose lives we are here to transform.ConnectingWe will transform lives through our ability to make positive connections.TransformingWe are committed to transforming lives and making a positive societal impact.Our Inclusive Working EnvironmentBy fostering our values, we are immensely proud of the inclusive working environment that we have created. The diversity of our people is a strength that we embrace and wish to build upon, so we are committed to attracting people of all backgrounds. We work hard to ensure that we have a progressive approach to inclusion, equity, and belonging. We really do want our colleagues to “bring their whole selves to work.”Our colleague and ally networks encompass LGBTQ+, neurodiversity, women’s health, men’s health, ethnicity, and diversity.What We OfferThis role will offer the opportunity to develop your career in a Cloud only environment with a high level of technical freedom, working with other highly technical and skilled engineers as well as benefits below:· Generous Annual Leave – 30 days plus Bank Holidays· Pension scheme – contributions matched 2 to 1 (up to 10% of your salary)· Interest-free loan for season tickets for buses and trains· Cycle to work Scheme· Subsidised eye tests & flu jabs· Life assurance scheme· Give as you earn scheme· Employee assistance programme (EAP)· PAM Assist and PAM Life scheme (Wellbeing)· Enhanced family and sick pay· Paid volunteering (2 days a year)· Recognition Scheme· Discounts portal to numerous retailersFlexible WorkingAt MaPS, we take pride in our flexible approach to work. As standard, we work on a hybrid basis with a minimum of 2 days in the office per week. Hybrid working is a voluntary, non-contractual arrangement and our headquarters in Bedford will be your contractual place of work. The number of days that anyone will be able to work at home will be determined primarily by business needs, but personal and other relevant circumstances will also be considered. If you are successful, any opportunities for hybrid working, including whether a hybrid working arrangement is suitable for you, will be discussed with you prior to you taking up your post.Career DevelopmentIn MaPS, we take career development seriously. We actively encourage and support applications from our existing MaPS colleagues. However, we do follow the Civil Service Commissioner recruitment principles, which means that you will be required to participate in a full, open, and fair process.Reserve ListIf you are successful at interview, we operate a reserve list where your details will be held for up to 6 months. Should a vacancy come available in that time with the same essential criteria, reserve list candidates will be offered that position with no further assessment required.Application ProcessThe law requires that selection for appointment to the Civil Service is on merit on the basis of fair and open competition as outlined in the Civil Service Commission’s Recruitment Principles. If you feel your application has not been treated in accordance with the Recruitment Principles, and you wish to make a complaint, in the first instance, you should contact the Money and Pensions Service via email: recruitment@maps.org.uk. If you are not satisfied with the response you receive from the Department, you can contact the Civil Service Commission: Visit the Civil Service Commission website.Job Reference:MaPS00858Close Date:10/06/2025Job Types: Full-time, PermanentPay: £62,000.00 per yearSchedule:Monday to FridayNo weekendsWork authorisation:United Kingdom (required)Work Location: Hybrid remote in Northampton, NorthamptonshireReference ID: MaPS00858",data-engineer,Northampton,England,East Midlands,GBP,62000,62000,annual,Employer Est.,"GBP 62,000 (annual)",62000
Glassdoor,Tom,,Data Engineer,Somerset Bridge Group,"Newcastle upon Tyne, England",£55K - £69K(Employer Est.),"DescriptionWe're building something special — and we need a talentedData Engineerto help bring our Azure data platform to life.This is your chance to work on a greenfield Enterprise Data Warehouse programme in the insurance sector, shaping data pipelines and platforms that power smarter decisions, better pricing, and sharper customer insights.The Data Engineer will design, build, and optimise scalable data pipelines within Azure Databricks, ensuring high-quality, reliable data is available to support pricing, underwriting, claims, and operational decision-making. This role is critical in modernising SBG’s cloud-based data infrastructure, ensuring compliance with FCA/PRA regulations, and enabling AI-driven analytics and automation.By leveraging Azure-native services, such as Azure Data Factory (ADF) for orchestration, Delta Lake for ACID-compliant data storage, and Databricks Structured Streaming for real-time data processing, the Data Engineer will help unlock insights, enhance pricing accuracy, and drive innovation. The role also includes optimising Databricks query performance, implementing robust security controls (RBAC, Unity Catalog), and ensuring enterprise-wide data reliability.Working closely with Data Architects, Pricing Teams, Data Analysts, and IT, this role will ensure our Azure Databricks data ecosystem is scalable, efficient, and aligned with business objectives. Additionally, the Data Engineer will contribute to cost optimisation, governance, and automation within Azure’s modern data platform.Key ResponsibilitiesData Pipeline Development – Design, build, and maintain scalable ELT pipelines using Azure Databricks, Azure Data Factory (ADF), and Delta Lake to automate real-time and batch data ingestion.Cloud Data Engineering – Develop and optimise data solutions within Azure, ensuring efficiency, cost-effectiveness, and scalability, leveraging Azure Synapse Analytics, ADLS Gen2, and Databricks WorkflowsData Modelling & Architecture – Implement robust data models to support analytics, reporting, and machine learning, using Delta Lake and Azure Synapse.Automation & Observability – Use Databricks Workflows, dbt, and Azure Monitor to manage transformations, monitor query execution, and implement data reliability checks.Data Quality & Governance – Ensure data integrity, accuracy, and compliance with industry regulations (FCA, Data Protection Act, PRA) using Databricks Unity Catalog and Azure Purview.Collaboration & Stakeholder Engagement – Work closely with Data Scientists, Pricing, Underwriting, and IT to deliver data-driven solutions aligned with business objectives.Data Governance & Security – Implement RBAC, column-level security, row-access policies, and data masking to protect sensitive customer data and ensure FCA/PRA regulatory compliance.Innovation & Continuous Improvement – Identify and implement emerging data technologies within the Azure ecosystem, such as Delta Live Tables (DLT), Structured Streaming, and AI-driven analytics to enhance business capabilities.Skills, Knowledge and ExpertiseHands-on experience in building ELT pipelines and working with large-scale datasets using Azure Data Factory (ADF) and Databricks.Strong proficiency in SQL (T-SQL, Spark SQL) for data extraction, transformation, and optimisation.Proficiency in Azure Databricks (PySpark, Delta Lake, Spark SQL) for big data processing.Knowledge of data warehousing concepts and relational database design, particularly with Azure Synapse Analytics.Experience working with Delta Lake for schema evolution, ACID transactions, and time travel in Databricks.Strong Python (PySpark) skills for big data processing and automation.Experience with Scala (optional but preferred for advanced Spark applications).Experience working with Databricks Workflows & Jobs for data orchestration.Strong knowledge of feature engineering and feature stores, particularly in Databricks Feature store for ML training and inference.Experience with data modelling techniques to support analytics and reporting.Familiarity with real-time data processing and API integrations (e.g., Kafka, Spark Streaming).Proficiency in CI/CD pipelines for data deployment using Azure DevOps, GitHub Actions, or Terraform for Infrastructure as Code (IaC).Understanding of MLOps principles, including continuous integration (CI), continuous delivery (CD), and continuous training (CT) for machine learning models.Experience with performance tuning and query optimisation for efficient data workflows.Strong understanding of query optimisation techniques in Databricks (caching, partitioning, indexing, and auto-scaling clusters).Experience monitoring Databricks workloads using Azure Monitor, Log Analytics, and Databricks Performance InsightFamiliarity with cost optimization strategies in Databricks and ADLS Gen2 (e.g., managing compute resources efficiently).Problem-solving mindset – Ability to diagnose issues and implement efficient solutionExperience implementing Databricks Unity Catalog for data governance, access control, and lineage tracking.Understanding of Azure Purview for data cataloging and metadata management.Familiarity with object-level and row-level security in Azure Synapse and DatabricksExperience working with Azure Event Hubs, Azure Data Explorer, or Kafka for real-time data streaming.Hands-on experience with Databricks Structured Streaming for real-time and near-real-time data processing.Understanding of Delta Live Tables (DLT) for automated ELT and real-time transformations.Analytical thinking – Strong ability to translate business needs into technical data solutionAttention to detail – Ensures accuracy, reliability, and quality of data.Communication skills – Clearly conveys technical concepts to non-technical stakeholders.Collaboration – Works effectively with cross-functional teams, including Pricing, Underwriting, and IT.Adaptability – Thrives in a fast-paced, agile environment with evolving priorities.Stakeholder management – Builds strong relationships and understands business requirementsInnovation-driven – Stays up to date with emerging technologies and industry trends.Our BenefitsHybrid working – 2 days in the office and 3 days working from home25 days annual leave, rising to 27 days over 2 years’ service and 30 days after 5 years’ service. Plus bank holidays!Discretionary annual bonusPension scheme – 5% employee, 6% employerFlexible working – we will always consider applications for those who require less than the advertised hoursFlexi-timeHealthcare Cash Plan – claim cashback on a variety of everyday healthcare costsElectric vehicle – salary sacrifice scheme100’s of exclusive retailer discountsProfessional wellbeing, health & fitness app - WrkitEnhanced parental leave, including time off for IVF appointmentsReligious bank holidays – if you don’t celebrate Christmas and Easter, you can use these annual leave days on other occasions throughout the year.Life Assurance - 4 times your salary25% Car Insurance Discount20% Travel Insurance DiscountCycle to Work SchemeEmployee Referral SchemeCommunity support dayAbout Somerset Bridge GroupSomerset Bridge Group is dedicated to delivering fair products and innovative services in the insurance industry. Our group focuses on underwriting, broking, and claims handling to provide sustainable and innovative insurance solutions. Somerset Bridge Insurance Services Limited, operating under GoSkippy and Vavista, offers insurance coverage to over 700,000 customers. Somerset Bridge Limited handles underwriting and claims, processing almost 50,000 claims annually. Somerset Bridge Shared Services Limited provides essential support functions to ensure operational efficiency and compliance. With a strong commitment to values, culture, and customer service excellence, Somerset Bridge Group is recognised for its industry awards and growth. Join us to be part of a dynamic team that fosters creative thinking and personal development.We are very proud to have been awarded a Silver Accreditation from Investors in People! We recognise that all of our people contribute to our success. That's why we are always looking for talented people to join our team - people who share our vision, who are passionate about what they do, and who want to be part of something special.Equal Opportunity EmployerSomerset Bridge Group is committed to creating a diverse environment and is proud to be an Equal Opportunity Employer. We prohibit discrimination or harassment of any kind based on race, color, religion, national origin, sexual orientation, gender, gender identity or expression, age, pregnancy, physical or mental disability, genetic factors or other characteristics protected by law. SBG makes hiring decisions based solely on qualifications, skills and business requirements.",data-engineer,Newcastle upon Tyne,England,North East England,GBP,55000,69000,annual,Employer Est.,"GBP 55,000 - 69,000 (annual)",62000
Glassdoor,Tom,,Mobile App Developer - AI Trainer,DataAnnotation,"Leicester, England",£29.72Per hour(Employer Est.),"We are looking for proficient programmers to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.To apply to this role, you will need to be proficient in either Python and/or JavaScript. Your role will require proficiency in at least one programming language/framework (JavaScript, TypeScript, Python, C, C#, C++, HTML/CSS, React, Go, Java, Kotlin, SQL, or Swift) in order to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.As part of the application process, you will be asked to complete an assessment. If you pass, you will gain access to projects. Based on the quality of your work, you will continue to receive projects regularly. We find our most successful candidates work between 5-20 hours per week, up to 40 hours.Benefits:This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses on high-quality and high-volume workResponsibilities:Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performanceQualifications:Fluency in EnglishProficient in either Python and/or JavaScriptDetail-orientedExcellent writing and grammar skillsA bachelor's degree (completed or in progress)Note: Payment is made via PayPal. We will never ask for any money from you.#INDUKSDJob Type: ContractPay: From £29.72 per hourWork Location: Remote",data-engineer,Leicester,England,East Midlands,GBP,29.72,29.72,hourly,Employer Est.,GBP 29 (hourly),61817.6
Glassdoor,Tom,,Data Engineer- AI Trainer,DataAnnotation,"Northampton, England",£29.72Per hour(Employer Est.),"We are looking for proficient programmers to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.To apply to this role, you will need to be proficient in either Python and/or JavaScript. Your role will require proficiency in at least one programming language/framework (JavaScript, TypeScript, Python, C, C#, C++, HTML/CSS, React, Go, Java, Kotlin, SQL, or Swift) in order to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.As part of the application process, you will be asked to complete an assessment. If you pass, you will gain access to projects. Based on the quality of your work, you will continue to receive projects regularly. We find our most successful candidates work between 5-20 hours per week, up to 40 hours.Benefits:This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, with bonuses on high-quality and high-volume workResponsibilities:Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performanceQualifications:Fluency in EnglishProficient in either Python and/or JavaScriptDetail-orientedExcellent writing and grammar skillsA bachelor's degree (completed or in progress)Note: Payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.#INDUKSDJob Type: ContractPay: £29.72 per hourWork Location: Remote",data-engineer,Northampton,England,East Midlands,GBP,29.72,29.72,hourly,Employer Est.,GBP 29 (hourly),61817.6
Glassdoor,Tom,,AI/ML Developer - AI Trainer,DataAnnotation,"Northampton, England",£29.72Per hour(Employer Est.),"We are looking for proficient programmers to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.To apply to this role, you will need to be proficient in either Python and/or JavaScript. Your role will require proficiency in at least one programming language/framework (JavaScript, TypeScript, Python, C, C#, C++, HTML/CSS, React, Go, Java, Kotlin, SQL, or Swift) in order to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.As part of the application process, you will be asked to complete an assessment. If you pass, you will gain access to projects. Based on the quality of your work, you will continue to receive projects regularly. We find our most successful candidates work between 5-20 hours per week, up to 40 hours.Benefits:This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, with bonuses on high-quality and high-volume workResponsibilities:Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performanceQualifications:Fluency in EnglishProficient in either Python and/or JavaScriptDetail-orientedExcellent writing and grammar skillsA bachelor's degree (completed or in progress)Note: Payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.#INDUKSDJob Type: ContractPay: £29.72 per hourWork Location: Remote",data-engineer,Northampton,England,East Midlands,GBP,29.72,29.72,hourly,Employer Est.,GBP 29 (hourly),61817.6
Glassdoor,Tom,,Quantitative Analyst - AI Trainer,DataAnnotation,"Nottingham, England",£29.72Per hour(Employer Est.),"We are looking for aquantitative analystto join our team to train AI models. You will measure the progress of these AI chatbots, evaluate their logic, and solve problems to improve the quality of each model.In this role you will need to hold an expert level of statistical/mathematical reasoning- a completed or in-progress Masters/PhD is preferred but not required. Other related fields include, but are not limited to: Applied Math and/or Computer Science.Benefits:This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly starting at USD $40+ per hour, with bonuses on high-quality and high-volume workResponsibilities:Give AI chatbots diverse and complex mathematics problems and evaluate their outputsEvaluate the quality produced by AI models for correctness and performanceQualifications:Fluency in English (native or bilingual level)Detail-orientedProficient in data analysis, statistics, arithmetic, algebra, geometry, calculus, probability, and inductive/ deductive reasoningA completed or in-progress Masters and/or PhD is preferred but not requiredNote: Payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.#INDUKMAJob Types: Full-time, Part-timePay: From £29.72 per hourWork Location: Remote",data-analyst,Nottingham,England,East Midlands,GBP,29.72,29.72,hourly,Employer Est.,GBP 29 (hourly),61817.6
Glassdoor,Tom,,Web Developer- AI Trainer,DataAnnotation,"Nottingham, England",£29.72Per hour(Employer Est.),"We are looking for proficient programmers to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.To apply to this role, you will need to be proficient in either Python and/or JavaScript. Your role will require proficiency in at least one programming language/framework (JavaScript, TypeScript, Python, C, C#, C++, HTML/CSS, React, Go, Java, Kotlin, SQL, or Swift) in order to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.As part of the application process, you will be asked to complete an assessment. If you pass, you will gain access to projects. Based on the quality of your work, you will continue to receive projects regularly. We find our most successful candidates work between 5-20 hours per week, up to 40 hours.Benefits:This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses on high-quality and high-volume workResponsibilities:Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performanceQualifications:Fluency in EnglishProficient in either Python and/or JavaScriptDetail-orientedExcellent writing and grammar skillsA bachelor's degree (completed or in progress)Note: Payment is made via PayPal. We will never ask for any money from you.#INDUKSDJob Type: ContractPay: From £29.72 per hourWork Location: Remote",data-engineer,Nottingham,England,East Midlands,GBP,29.72,29.72,hourly,Employer Est.,GBP 29 (hourly),61817.6
Glassdoor,Tom,,Database Developer - AI Trainer,DataAnnotation,"Luton, East of England, England",£29.72Per hour(Employer Est.),"We are looking for proficient programmers to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.To apply to this role, you will need to be proficient in either Python and/or JavaScript. Your role will require proficiency in at least one programming language/framework (JavaScript, TypeScript, Python, C, C#, C++, HTML/CSS, React, Go, Java, Kotlin, SQL, or Swift) in order to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.As part of the application process, you will be asked to complete an assessment. If you pass, you will gain access to projects. Based on the quality of your work, you will continue to receive projects regularly. We find our most successful candidates work between 5-20 hours per week, up to 40 hours.Benefits:This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, with bonuses on high-quality and high-volume workResponsibilities:Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performanceQualifications:Fluency in EnglishProficient in either Python and/or JavaScriptDetail-orientedExcellent writing and grammar skillsA bachelor's degree (completed or in progress)Note: Payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.#INDUKSDJob Type: ContractPay: £29.72 per hourWork Location: Remote",data-engineer,Luton,England,East of England,GBP,29.72,29.72,hourly,Employer Est.,GBP 29 (hourly),61817.6
Glassdoor,Tom,,Technology Consultant - AI Trainer,DataAnnotation,"Saint Albans, England",£29.72Per hour(Employer Est.),"We are looking for proficient programmers to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.To apply to this role, you will need to be proficient in either Python and/or JavaScript. Your role will require proficiency in at least one programming language/framework (JavaScript, TypeScript, Python, C, C#, C++, HTML/CSS, React, Go, Java, Kotlin, SQL, or Swift) in order to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.As part of the application process, you will be asked to complete an assessment. If you pass, you will gain access to projects. Based on the quality of your work, you will continue to receive projects regularly. We find our most successful candidates work between 5-20 hours per week, up to 40 hours.Benefits:This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, with bonuses on high-quality and high-volume workResponsibilities:Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performanceQualifications:Fluency in EnglishProficient in either Python and/or JavaScriptDetail-orientedExcellent writing and grammar skillsA bachelor's degree (completed or in progress)Note: Payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.#INDUKSDJob Type: ContractPay: £29.72 per hourWork Location: Remote",data-engineer,Saint Albans,England,East of England,GBP,29.72,29.72,hourly,Employer Est.,GBP 29 (hourly),61817.6
